MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1261827	Dnmt3a	DNA methyltransferase 3A	12		regulation of gene expression by genomic imprinting			IDA		J:173141 	
MGI:1261827	Dnmt3a	DNA methyltransferase 3A	12		regulation of gene expression by genomic imprinting			IMP	MGI:2182412 	J:75938 	
MGI:1261827	Dnmt3a	DNA methyltransferase 3A	12		regulation of gene expression by genomic imprinting			IMP	MGI:3047552 	J:91108 	
MGI:1261827	Dnmt3a	DNA methyltransferase 3A	12		regulation of gene expression by genomic imprinting			IMP	MGI:3047824 	J:91108 	
MGI:1261819	Dnmt3b	DNA methyltransferase 3B	2		DNA methylation-dependent heterochromatin formation	uses Pou5f1		IGI	MGI:1261827 	J:128981 	
MGI:1261819	Dnmt3b	DNA methyltransferase 3B	2		DNA methylation-dependent heterochromatin formation	uses Nanog		IGI	MGI:1261827 	J:128981 	
MGI:1261819	Dnmt3b	DNA methyltransferase 3B	2		negative regulation of gene expression, epigenetic			IMP		J:127808 	
MGI:1261819	Dnmt3b	DNA methyltransferase 3B	2		regulation of gene expression by genomic imprinting			IMP	MGI:2182410 	J:75938 	
MGI:1261819	Dnmt3b	DNA methyltransferase 3B	2		regulation of gene expression by genomic imprinting			IMP	MGI:2182414 	J:75938 	
MGI:1859287	Dnmt3l	DNA (cytosine-5-)-methyltransferase 3-like	10		genomic imprinting			IMP	MGI:2447127 	J:112884 	
MGI:1352748	Dpf1	double PHD fingers 1	7		chromatin remodeling			IC		J:320039 	
MGI:109529	Dpf2	double PHD fingers 2	19		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:109529	Dpf2	double PHD fingers 2	19		chromatin remodeling			IC		J:320039 	
MGI:1917377	Dpf3	double PHD fingers 3	12		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1917377	Dpf3	double PHD fingers 3	12		chromatin remodeling			IC		J:320039 	
MGI:1920958	Dppa3	developmental pluripotency-associated 3	6		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1920958	Dppa3	developmental pluripotency-associated 3	6		regulation of genetic imprinting			IBA	PTN001586615 	J:265628 	
MGI:1920958	Dppa3	developmental pluripotency-associated 3	6		regulation of genetic imprinting			IMP		J:186710 J:189990 	
MGI:1913560	Dpy30	dpy-30, histone methyltransferase complex regulatory subunit	17		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1100515	Dr1	down-regulator of transcription 1	5		chromatin remodeling			IBA	PTN000115754 	J:265628 	
MGI:2656973	Dtx3l	deltex 3-like, E3 ubiquitin ligase	16		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1330299	Dyrk1a	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a	16		negative regulation of DNA methylation-dependent heterochromatin formation			ISO	Q13627 	J:164563 	
MGI:95286	Eed	embryonic ectoderm development	7		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:95286	Eed	embryonic ectoderm development	7		facultative heterochromatin formation			IDA		J:157630 J:157724 	
MGI:95286	Eed	embryonic ectoderm development	7		regulation of gene expression by genomic imprinting			IMP	MGI:1856856 	J:82790 	
MGI:1924933	Ehmt1	euchromatic histone methyltransferase 1	2		chromatin organization			ISO	Q9H9B1 	J:164563 	
MGI:1924933	Ehmt1	euchromatic histone methyltransferase 1	2		facultative heterochromatin formation			IDA		J:159133 	
MGI:2148922	Ehmt2	euchromatic histone lysine N-methyltransferase 2	17		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:105125	Eif1	eukaryotic translation initiation factor 1	11		dosage compensation by inactivation of X chromosome			IMP		J:116443 	
MGI:1924203	Emsy	EMSY, BRCA2-interacting transcriptional repressor	7		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1919286	Eny2	ENY2 transcription and export complex 2 subunit	15		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1201683	Eomes	eomesodermin	9		chromatin remodeling			IMP		J:266522 	
MGI:1276116	Ep300	E1A binding protein p300	15		transcription initiation-coupled chromatin remodeling			ISO	Q09472 	J:164563 	
MGI:1276124	Ep400	E1A binding protein p400	5		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1278322	Epc1	enhancer of polycomb homolog 1	18		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1278322	Epc1	enhancer of polycomb homolog 1	18		negative regulation of gene expression, epigenetic			ISO	Q9H2F5 	J:66240 	
MGI:1278322	Epc1	enhancer of polycomb homolog 1	18		regulation of chromatin organization			IC		J:320265 	
MGI:1278321	Epc2	enhancer of polycomb homolog 2	2		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:2143991	Epop	elongin BC and polycomb repressive complex 2 associated protein	11		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1100494	Ercc6	excision repair cross-complementing rodent repair deficiency, complementation group 6	14		chromatin remodeling			IC		J:320057 	
MGI:1355322	Exosc10	exosome component 10	4		dosage compensation by inactivation of X chromosome			IMP		J:116443 	
MGI:109344	Eya1	EYA transcriptional coactivator and phosphatase 1	1		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:109341	Eya2	EYA transcriptional coactivator and phosphatase 2	2		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:109339	Eya3	EYA transcriptional coactivator and phosphatase 3	4		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1337104	Eya4	EYA transcriptional coactivator and phosphatase 4	10		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1097695	Ezh1	enhancer of zeste 1 polycomb repressive complex 2 subunit	11		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1097695	Ezh1	enhancer of zeste 1 polycomb repressive complex 2 subunit	11		chromatin remodeling			IDA		J:142192 	
MGI:1097695	Ezh1	enhancer of zeste 1 polycomb repressive complex 2 subunit	11		facultative heterochromatin formation			IDA		J:157724 	
MGI:1097695	Ezh1	enhancer of zeste 1 polycomb repressive complex 2 subunit	11		heterochromatin formation			IBA	PTN000768863 	J:265628 	
MGI:1097695	Ezh1	enhancer of zeste 1 polycomb repressive complex 2 subunit	11		heterochromatin formation			IDA		J:142192 	
MGI:1097695	Ezh1	enhancer of zeste 1 polycomb repressive complex 2 subunit	11		subtelomeric heterochromatin formation			IGI	P38827 	J:41121 	
MGI:107940	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	6		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:107940	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	6		chromatin remodeling			IEA	IPR045318 	J:72247 	
MGI:107940	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	6		facultative heterochromatin formation			IDA		J:157630 J:157724 	
MGI:107940	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	6		heterochromatin formation			IBA	PTN000768863 	J:265628 	
MGI:107940	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	6		negative regulation of gene expression, epigenetic			ISO	Q15910 	J:164563 	
MGI:107940	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	6		subtelomeric heterochromatin formation			ISO	Q15910 	J:164563 	
MGI:1918114	Fam47c	family with sequence similarity 47, member C	X		transcription initiation-coupled chromatin remodeling			IBA	PTN001667555 	J:265628 	
MGI:2686227	Fam47e	family with sequence similarity 47, member E	5		transcription initiation-coupled chromatin remodeling			IBA	PTN001667555 	J:265628 	
MGI:1351626	Fam50a	family with sequence similarity 50, member A	X		chromatin organization			IBA	PTN000295841 	J:265628 	
MGI:1351640	Fam50b	family with sequence similarity 50, member B	13		chromatin organization			IBA	PTN000295841 	J:265628 	
MGI:1915925	Fam172a	family with sequence similarity 172, member A	13		RNA-mediated heterochromatin formation			IBA	PTN001085504 	J:265628 	
MGI:1925435	Flicr	Foxp3 regulating long intergenic noncoding RNA	X		chromatin organization			IMP		J:241346 	
MGI:1347472	Foxa1	forkhead box A1	12		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1347472	Foxa1	forkhead box A1	12		chromatin remodeling			IDA		J:161021 	
MGI:1347476	Foxa2	forkhead box A2	2		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1347477	Foxa3	forkhead box A3	7		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:95583	Fshr	follicle stimulating hormone receptor	17		sperm DNA condensation			IMP	MGI:2384087 	J:61957 J:86940 	
MGI:1926128	Ftx	Ftx transcript, Xist regulator (non-protein coding)	X		chromatin organization			IMP		J:168715 	
MGI:1926128	Ftx	Ftx transcript, Xist regulator (non-protein coding)	X		regulation of dosage compensation by inactivation of X chromosome			IMP		J:168715 J:212497 	
MGI:95663	Gata3	GATA binding protein 3	2		chromatin remodeling			IDA		J:91286 	
MGI:95663	Gata3	GATA binding protein 3	2		chromatin remodeling			IMP		J:91286 	
MGI:1914460	Gatad1	GATA zinc finger domain containing 1	5		chromatin organization			IBA	PTN001000318 	J:265628 	
MGI:1914460	Gatad1	GATA zinc finger domain containing 1	5		chromatin remodeling			ISO	Q8WUU5 	J:164563 	
MGI:2384585	Gatad2a	GATA zinc finger domain containing 2A	8		chromatin remodeling			ISO	Q86YP4 	J:164563 	
MGI:2443225	Gatad2b	GATA zinc finger domain containing 2B	3		chromatin remodeling			ISO	Q8WXI9 	J:164563 	
MGI:2141180	Glmn	glomulin, FKBP associated protein	5		epigenetic regulation of gene expression			ISO	Q92990 	J:164563 	
MGI:5012564	Gm20379	predicted gene, 20379	13		chromatin organization			IBA	PTN000557317 	J:265628 	
MGI:95777	Gnas	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus	2		genomic imprinting			IMP	MGI:4459474 	J:160293 	
MGI:1861674	Gnasas1	GNAS antisense RNA 1	2		genomic imprinting			IMP	MGI:4459475 	J:160293 	
MGI:104887	Gpx1	glutathione peroxidase 1	9		epigenetic regulation of gene expression			ISO	P07203 	J:164563 	
MGI:104767	Gpx4	glutathione peroxidase 4	10		chromatin organization			IDA		J:69361 	
MGI:2141989	Grwd1	glutamate-rich WD repeat containing 1	7		nucleosome assembly			ISO	Q9BQ67 	J:164563 	
MGI:2141989	Grwd1	glutamate-rich WD repeat containing 1	7		nucleosome disassembly			ISO	Q9BQ67 	J:164563 	
MGI:2152453	Gsk3a	glycogen synthase kinase 3 alpha	7		regulation of gene expression by genomic imprinting			IMP		J:173141 	
MGI:1861437	Gsk3b	glycogen synthase kinase 3 beta	16		regulation of gene expression by genomic imprinting			IMP		J:173141 	
MGI:95893	H1f0	H1.0 linker histone	15		heterochromatin formation			ISO	P07305 	J:164563 	
MGI:95893	H1f0	H1.0 linker histone	15		nucleosome assembly			IEA	IPR005818 IPR005819 	J:72247 	
MGI:1931523	H1f1	H1.1 linker histone, cluster member	13		nucleosome assembly			IEA	IPR005818 IPR005819 	J:72247 	
MGI:1931526	H1f2	H1.2 linker histone, cluster member	13		chromatin organization			IMP	MGI:2665852 	J:83954 	
MGI:1931526	H1f2	H1.2 linker histone, cluster member	13		nucleosome assembly			IEA	IPR005818 IPR005819 	J:72247 	
MGI:107502	H1f3	H1.3 linker histone, cluster member	13		chromatin organization			IMP	MGI:2666743 	J:83954 	
MGI:107502	H1f3	H1.3 linker histone, cluster member	13		nucleosome assembly			IEA	IPR005818 IPR005819 	J:72247 	
MGI:1931527	H1f4	H1.4 linker histone, cluster member	13		chromatin organization			IMP	MGI:2665857 	J:83954 	
MGI:1931527	H1f4	H1.4 linker histone, cluster member	13		nucleosome assembly			IEA	IPR005818 IPR005819 	J:72247 	
MGI:1861461	H1f5	H1.5 linker histone, cluster member	13		chromatin organization			ISO	P16401 	J:164563 	
MGI:1861461	H1f5	H1.5 linker histone, cluster member	13		nucleosome assembly			IEA	IPR005818 IPR005819 	J:72247 	
MGI:1888530	H1f6	H1.6 linker histone, cluster member	13		nucleosome assembly			IEA	IPR005818 IPR005819 	J:72247 	
MGI:1917319	H1f7	H1.7 linker histone	15		sperm DNA condensation			IMP		J:96828 	
MGI:2176207	H1f8	H1.8 linker histone	6		epigenetic regulation of gene expression			IMP		J:207809 	
MGI:2176207	H1f8	H1.8 linker histone	6		nucleosome assembly			ISA	X13855 	J:74931 	
MGI:2136691	H1f9	H1.9 linker histone	11		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:2136691	H1f9	H1.9 linker histone	11		heterochromatin formation			ISO	P60008 	J:164563 	
MGI:2136691	H1f9	H1.9 linker histone	11		nucleosome assembly			IEA	IPR005818 	J:72247 	
MGI:2448285	H2ac1	H2A clustered histone 1	13		chromatin organization			IDA		J:210169 	
MGI:2448458	H2ac25	H2A clustered histone 25	11		nucleosome disassembly			ISO	Q7L7L0 	J:164563 	
MGI:1915481	H2al2a	H2A histone family member L2A	2		nucleosome assembly			IDA		J:119495 	
MGI:1915481	H2al2a	H2A histone family member L2A	2		sperm DNA condensation			IDA		J:241000 	
MGI:2448375	H2bc1	H2B clustered histone 1	13		chromatin organization			IDA		J:210169 	
MGI:2448375	H2bc1	H2B clustered histone 1	13		nucleosome assembly			IBA	PTN000603808 	J:265628 	
MGI:2448375	H2bc1	H2B clustered histone 1	13		nucleosome assembly			IDA		J:119495 	
MGI:2448375	H2bc1	H2B clustered histone 1	13		nucleosome assembly			IMP		J:199360 	
MGI:2448375	H2bc1	H2B clustered histone 1	13		nucleosome assembly			ISO	Q96A08 	J:164563 	
MGI:2448375	H2bc1	H2B clustered histone 1	13		nucleosome disassembly			IMP		J:199360 	
MGI:2448375	H2bc1	H2B clustered histone 1	13		sperm DNA condensation			IMP		J:199360 	
MGI:2448377	H2bc3	H2B clustered histone 3	13		nucleosome assembly			IBA	PTN000603808 	J:265628 	
MGI:1915274	H2bc4	H2B clustered histone 4	13		nucleosome assembly			IBA	PTN000603808 	J:265628 	
MGI:2448383	H2bc7	H2B clustered histone 7	13		nucleosome assembly			IBA	PTN000603808 	J:265628 	
MGI:2448387	H2bc9	H2B clustered histone 9	13		nucleosome assembly			IBA	PTN000603808 	J:265628 	
MGI:2448399	H2bc12	H2B clustered histone 12	13		nucleosome assembly			IBA	PTN000603808 	J:265628 	
MGI:2448404	H2bc14	H2B clustered histone 14	13		nucleosome assembly			IBA	PTN000603808 	J:265628 	
MGI:2448413	H2bc18	H2B clustered histone 18	3		nucleosome assembly			IBA	PTN000603808 	J:265628 	
MGI:2448415	H2bc21	H2B clustered histone 21	3		nucleosome assembly			IBA	PTN000603808 	J:265628 	
MGI:2448409	H2bc22	H2B clustered histone 22	13		nucleosome assembly			IBA	PTN000603808 	J:265628 	
MGI:1925553	H2bc27	H2B clustered histone 27	11		nucleosome assembly			IBA	PTN000603808 	J:265628 	
MGI:1916632	H2bl1	H2B.L histone variant 1	13		nucleosome assembly			IBA	PTN000603808 	J:265628 	
MGI:1916639	H2bw2	H2B.W histone 2	X		nucleosome assembly			IBA	PTN000603808 	J:265628 	
MGI:2448319	H3c2	H3 clustered histone 2	13		nucleosome assembly			ISO	Q71DI3 	J:164563 	
MGI:2448320	H3c3	H3 clustered histone 3	13		nucleosome assembly			ISO	Q71DI3 	J:164563 	
MGI:2448322	H3c4	H3 clustered histone 4	13		nucleosome assembly			ISO	Q71DI3 	J:164563 	
MGI:2448326	H3c6	H3 clustered histone 6	13		nucleosome assembly			ISO	Q71DI3 	J:164563 	
MGI:2448329	H3c7	H3 clustered histone 7	13		nucleosome assembly			ISO	Q71DI3 	J:164563 	
MGI:2448351	H3c13	H3 clustered histone 13	3		nucleosome assembly			ISO	Q71DI3 	J:164563 	
MGI:2448355	H3c14	H3 clustered histone 14	3		nucleosome assembly			ISO	Q71DI3 	J:164563 	
MGI:2448357	H3c15	H3 clustered histone 15	3		nucleosome assembly			ISO	Q71DI3 	J:164563 	
MGI:1097686	H3f3a	H3.3 histone A	1		pericentric heterochromatin formation			IGI	MGI:1101768 	J:225909 	
MGI:1097686	H3f3a	H3.3 histone A	1		subtelomeric heterochromatin formation			IGI	MGI:1101768 	J:225909 	
MGI:1101768	H3f3b	H3.3 histone B	11		pericentric heterochromatin formation			IGI	MGI:1097686 	J:225909 	
MGI:1101768	H3f3b	H3.3 histone B	11		subtelomeric heterochromatin formation			IGI	MGI:1097686 	J:225909 	
MGI:3650546	H3f3c	H3 histone, family 3C	2		nucleosome assembly			ISO	Q71DI3 	J:164563 	
MGI:2140113	H4c14	H4 clustered histone 14	3		nucleosome assembly			IBA	PTN000049975 	J:265628 	
MGI:95891	H19	H19, imprinted maternally expressed transcript	7		regulation of genetic imprinting			IMP		J:42931 	
MGI:1194498	Haspin	histone H3 associated protein kinase	11		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:96013	Hat1	histone aminotransferase 1	2		chromatin organization			IEA	IPR019467 IPR037113 	J:72247 	
MGI:96013	Hat1	histone aminotransferase 1	2		nucleosome assembly			ISO	O14929 	J:164563 	
MGI:96013	Hat1	histone aminotransferase 1	2		subtelomeric heterochromatin formation			IEA	IPR017380 	J:72247 	
MGI:105942	Hcfc1	host cell factor C1	X		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:105942	Hcfc1	host cell factor C1	X		chromatin remodeling			IBA	PTN000582135 	J:265628 	
MGI:105942	Hcfc1	host cell factor C1	X		regulation of dosage compensation by inactivation of X chromosome			IDA		J:313850 	
MGI:1915183	Hcfc2	host cell factor C2	10		chromatin remodeling			IBA	PTN000582135 	J:265628 	
MGI:108086	Hdac1	histone deacetylase 1	4		chromatin organization			TAS		J:113927 	
MGI:108086	Hdac1	histone deacetylase 1	4		chromatin remodeling			ISO	Q13547 	J:164563 	
MGI:108086	Hdac1	histone deacetylase 1	4		DNA methylation-dependent heterochromatin formation			ISO	Q13547 	J:164563 	
MGI:1097691	Hdac2	histone deacetylase 2	10		chromatin organization			TAS		J:113927 	
MGI:1097691	Hdac2	histone deacetylase 2	10		chromatin remodeling			ISO	Q92769 	J:164563 	
MGI:1097691	Hdac2	histone deacetylase 2	10		heterochromatin organization			ISO	Q92769 	J:164563 	
MGI:1343091	Hdac3	histone deacetylase 3	18		chromatin organization			TAS		J:113927 	
MGI:3036234	Hdac4	histone deacetylase 4	1		chromatin organization			IEA	IPR017320 	J:72247 	
MGI:3036234	Hdac4	histone deacetylase 4	1		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:3036234	Hdac4	histone deacetylase 4	1		chromatin remodeling			ISO	P56524 	J:164563 	
MGI:3036234	Hdac4	histone deacetylase 4	1		epigenetic regulation of gene expression			ISO	P56524 	J:164563 	
MGI:1333784	Hdac5	histone deacetylase 5	11		chromatin organization			TAS		J:113927 	
MGI:1333784	Hdac5	histone deacetylase 5	11		epigenetic regulation of gene expression			ISO	Q9UQL6 	J:164563 	
MGI:1333752	Hdac6	histone deacetylase 6	X		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1333752	Hdac6	histone deacetylase 6	X		epigenetic regulation of gene expression			ISO	Q9UBN7 	J:164563 	
MGI:1891835	Hdac7	histone deacetylase 7	15		chromatin organization			TAS		J:113927 	
MGI:1917565	Hdac8	histone deacetylase 8	X		chromatin organization			TAS		J:113927 	
MGI:1931221	Hdac9	histone deacetylase 9	12		chromatin organization			TAS		J:113927 	
MGI:2385252	Hdac11	histone deacetylase 11	6		chromatin organization			TAS		J:113927 	
MGI:106209	Hells	helicase, lymphoid specific	19		DNA methylation-dependent heterochromatin formation			IBA	PTN002245661 	J:265628 	
MGI:106209	Hells	helicase, lymphoid specific	19		DNA methylation-dependent heterochromatin formation			IMP		J:96925 	
MGI:106209	Hells	helicase, lymphoid specific	19		heterochromatin formation			IMP	MGI:2178586 	J:93871 	
MGI:106209	Hells	helicase, lymphoid specific	19		pericentric heterochromatin formation			IBA	PTN002245661 	J:265628 	
MGI:106209	Hells	helicase, lymphoid specific	19		pericentric heterochromatin formation			IMP		J:89936 	
MGI:99430	Hira	histone cell cycle regulator	16		chromatin organization			IBA	PTN000352669 	J:265628 	
MGI:99430	Hira	histone cell cycle regulator	16		nucleosome assembly			ISO	P54198 	J:164563 	
MGI:2685821	Hjurp	Holliday junction recognition protein	1		CENP-A containing chromatin assembly			IBA	PTN001041854 	J:265628 	
MGI:2685821	Hjurp	Holliday junction recognition protein	1		CENP-A containing chromatin assembly			ISO	Q8NCD3 	J:164563 	
MGI:1196437	Hltf	helicase-like transcription factor	3		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1914117	Hmg20a	high mobility group 20A	9		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1341190	Hmg20b	high mobility group 20B	10		chromatin organization			NAS		J:69281 	
MGI:1341190	Hmg20b	high mobility group 20B	10		chromatin remodeling			TAS		J:55356 	
MGI:101761	Hmga2	high mobility group AT-hook 2	10		heterochromatin formation			ISO	P52926 	J:164563 	
MGI:96113	Hmgb1	high mobility group box 1	5		chromatin organization			IDA		J:139020 	
MGI:96113	Hmgb1	high mobility group box 1	5		heterochromatin formation			ISO	P09429 	J:164563 	
MGI:96120	Hmgn1	high mobility group nucleosomal binding domain 1	16		chromatin organization			IBA	PTN000557317 	J:265628 	
MGI:96120	Hmgn1	high mobility group nucleosomal binding domain 1	16		chromatin organization			IMP	MGI:3590648 	J:100282 	
MGI:96136	Hmgn2	high mobility group nucleosomal binding domain 2	4		chromatin organization			IBA	PTN000557317 	J:265628 	
MGI:2138069	Hmgn3	high mobility group nucleosomal binding domain 3	9		chromatin organization			IBA	PTN000557317 	J:265628 	
MGI:1355295	Hmgn5	high-mobility group nucleosome binding domain 5	X		chromatin organization			IMP	MGI:5588022 	J:212215 	
MGI:98504	Hnf1a	HNF1 homeobox A	5		chromatin remodeling			IMP	MGI:2154359 	J:118400 	
MGI:98504	Hnf1a	HNF1 homeobox A	5		chromatin remodeling			IMP		J:79507 	
MGI:1858195	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	1		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1858195	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	1		dosage compensation by inactivation of X chromosome			IMP		J:164278 	
MGI:1858195	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	1		regulation of chromatin organization			IBA	PTN002644654 	J:265628 	
MGI:1858195	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	1		regulation of chromatin organization			ISO	Q00839 	J:164563 	
MGI:3826586	Hotair	HOX transcript antisense RNA (non-protein coding)	15		heterochromatin formation			IMP		J:203783 	
MGI:109369	Hp1bp3	heterochromatin protein 1, binding protein 3	4		heterochromatin organization			IBA	PTN002697315 	J:265628 	
MGI:109369	Hp1bp3	heterochromatin protein 1, binding protein 3	4		heterochromatin organization			ISO	Q5SSJ5 	J:164563 	
MGI:109369	Hp1bp3	heterochromatin protein 1, binding protein 3	4		nucleosome assembly			IEA	IPR005818 IPR005819 	J:72247 	
MGI:2651552	Hymai	hydatidiform mole associated and imprinted transcript	10		chromatin organization			IMP		J:187821 	
MGI:96428	Ifi203	interferon activated gene 203	1		epigenetic regulation of gene expression			ISO	Q16666 	J:164563 	
MGI:96429	Ifi204	interferon activated gene 204	1		epigenetic regulation of gene expression			ISO	Q16666 	J:164563 	
MGI:101847	Ifi205	interferon activated gene 205	1		epigenetic regulation of gene expression			ISO	Q16666 	J:164563 	
MGI:3646410	Ifi206	interferon activated gene 206	1		epigenetic regulation of gene expression			ISO	Q16666 	J:164563 	
MGI:2138302	Ifi207	interferon activated gene 207	1		epigenetic regulation of gene expression			ISO	Q16666 	J:164563 	
MGI:2442822	Ifi208	interferon activated gene 208	1		epigenetic regulation of gene expression			ISO	Q16666 	J:164563 	
MGI:2138243	Ifi209	interferon activated gene 209	1		epigenetic regulation of gene expression			ISO	Q16666 	J:164563 	
MGI:3041120	Ifi211	interferon activated gene 211	1		epigenetic regulation of gene expression			ISO	Q16666 	J:164563 	
MGI:3695276	Ifi213	interferon activated gene 213	1		epigenetic regulation of gene expression			ISO	Q16666 	J:164563 	
MGI:3584522	Ifi214	interferon activated gene 214	1		epigenetic regulation of gene expression			ISO	Q16666 	J:164563 	
MGI:1342540	Ikzf1	IKAROS family zinc finger 1	11		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1916510	Ing2	inhibitor of growth family, member 2	8		chromatin organization			IEA	IPR028639 	J:72247 	
MGI:1916510	Ing2	inhibitor of growth family, member 2	8		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1919027	Ing3	inhibitor of growth family, member 3	6		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1919027	Ing3	inhibitor of growth family, member 3	6		regulation of chromatin organization			IC		J:320265 	
MGI:107307	Ing4	inhibitor of growth family, member 4	6		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1922816	Ing5	inhibitor of growth family, member 5	1		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1915392	Ino80	INO80 complex subunit	2		chromatin remodeling			ISO	Q9ULG1 	J:164563 	
MGI:1917270	Ino80b	INO80 complex subunit B	6		chromatin remodeling			ISO	Q9C086 	J:164563 	
MGI:2443014	Ino80c	INO80 complex subunit C	18		chromatin remodeling			IBA	PTN001260679 	J:265628 	
MGI:2443014	Ino80c	INO80 complex subunit C	18		chromatin remodeling			ISO	Q6PI98 	J:164563 	
MGI:3027003	Ino80d	INO80 complex subunit D	1		chromatin remodeling			ISO	Q53TQ3 	J:164563 	
MGI:2141881	Ino80e	INO80 complex subunit E	7		chromatin remodeling			ISO	Q8NBZ0 	J:164563 	
MGI:1914983	Itgb3bp	integrin beta 3 binding protein (beta3-endonexin)	4		CENP-A containing chromatin assembly			IEA	IPR009601 	J:72247 	
MGI:96629	Jak2	Janus kinase 2	19		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:104813	Jarid2	jumonji, AT rich interactive domain 2	13		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:104813	Jarid2	jumonji, AT rich interactive domain 2	13		chromatin remodeling			IBA	PTN000075014 	J:265628 	
MGI:104813	Jarid2	jumonji, AT rich interactive domain 2	13		dosage compensation by inactivation of X chromosome			IMP	MGI:5888989 	J:240642 	
MGI:104813	Jarid2	jumonji, AT rich interactive domain 2	13		facultative heterochromatin formation			IDA		J:157630 J:157724 J:159133 	
MGI:1918614	Jmjd1c	jumonji domain containing 1C	10		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1858910	Jmjd6	jumonji domain containing 6	11		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:2180008	Jpx	Jpx transcript, Xist activator (non-protein coding)	X		regulation of dosage compensation by inactivation of X chromosome			IMP	MGI:4887255 	J:167915 	
MGI:2180008	Jpx	Jpx transcript, Xist activator (non-protein coding)	X		regulation of dosage compensation by inactivation of X chromosome			IMP		J:212497 	
MGI:1923969	Kansl1	KAT8 regulatory NSL complex subunit 1	11		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1923969	Kansl1	KAT8 regulatory NSL complex subunit 1	11		regulation of dosage compensation by inactivation of X chromosome			IDA		J:313850 	
MGI:1916862	Kansl2	KAT8 regulatory NSL complex subunit 2	15		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1916862	Kansl2	KAT8 regulatory NSL complex subunit 2	15		regulation of dosage compensation by inactivation of X chromosome			IDA		J:313850 	
MGI:1918055	Kansl3	KAT8 regulatory NSL complex subunit 3	1		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1918055	Kansl3	KAT8 regulatory NSL complex subunit 3	1		regulation of dosage compensation by inactivation of X chromosome			IDA		J:313850 	
MGI:1343101	Kat2a	K(lysine) acetyltransferase 2A	11		chromatin remodeling			IBA	PTN000720593 	J:265628 	
MGI:1343094	Kat2b	K(lysine) acetyltransferase 2B	17		chromatin remodeling			IBA	PTN000720593 	J:265628 	
MGI:1343094	Kat2b	K(lysine) acetyltransferase 2B	17		chromatin remodeling			ISO	Q92831 	J:164563 	
