MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1346074	Fxr2	FMR1 autosomal homolog 2	11		regulation of alternative mRNA splicing, via spliceosome			IBA	PTN001318101 	J:265628 	
MGI:2141656	Gcfc2	GC-rich sequence DNA binding factor 2	6		mRNA splicing, via spliceosome			IBA	PTN002639627 	J:265628 	
MGI:2141656	Gcfc2	GC-rich sequence DNA binding factor 2	6		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2141656	Gcfc2	GC-rich sequence DNA binding factor 2	6		spliceosomal complex assembly			ISO	P16383 	J:164563 	
MGI:1913853	Gemin2	gem nuclear organelle associated protein 2	12		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1913853	Gemin2	gem nuclear organelle associated protein 2	12		spliceosomal complex assembly			IEA	IPR017364 	J:72247 	
MGI:1913853	Gemin2	gem nuclear organelle associated protein 2	12		spliceosomal snRNP assembly			IBA	PTN000300733 	J:265628 	
MGI:1913853	Gemin2	gem nuclear organelle associated protein 2	12		spliceosomal snRNP assembly			ISO	O14893 	J:164563 	
MGI:2449313	Gemin4	gem nuclear organelle associated protein 4	11		spliceosomal snRNP assembly			IBA	PTN001036936 	J:265628 	
MGI:2449313	Gemin4	gem nuclear organelle associated protein 4	11		spliceosomal snRNP assembly			ISO	P57678 	J:164563 	
MGI:2449311	Gemin5	gem nuclear organelle associated protein 5	11		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2449311	Gemin5	gem nuclear organelle associated protein 5	11		spliceosomal snRNP assembly			IBA	PTN005299808 	J:265628 	
MGI:2449311	Gemin5	gem nuclear organelle associated protein 5	11		spliceosomal snRNP assembly			ISO	Q8TEQ6 	J:164563 	
MGI:1914492	Gemin6	gem nuclear organelle associated protein 6	17		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1914492	Gemin6	gem nuclear organelle associated protein 6	17		spliceosomal complex assembly			IEA	IPR009422 	J:72247 	
MGI:1914492	Gemin6	gem nuclear organelle associated protein 6	17		spliceosomal snRNP assembly			IBA	PTN002685602 	J:265628 	
MGI:1914492	Gemin6	gem nuclear organelle associated protein 6	17		spliceosomal snRNP assembly			ISO	Q8WXD5 	J:164563 	
MGI:1916981	Gemin7	gem nuclear organelle associated protein 7	7		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1916981	Gemin7	gem nuclear organelle associated protein 7	7		spliceosomal snRNP assembly			IBA	PTN001027441 	J:265628 	
MGI:1916981	Gemin7	gem nuclear organelle associated protein 7	7		spliceosomal snRNP assembly			ISO	Q9H840 	J:164563 	
MGI:2384300	Gemin8	gem nuclear organelle associated protein 8	X		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2384300	Gemin8	gem nuclear organelle associated protein 8	X		spliceosomal snRNP assembly			IBA	PTN001045404 	J:265628 	
MGI:2384300	Gemin8	gem nuclear organelle associated protein 8	X		spliceosomal snRNP assembly			ISO	Q9NWZ8 	J:164563 	
MGI:3781554	Gm3376	predicted gene 3376	Y		positive regulation of mRNA splicing, via spliceosome			IBA	PTN000391532 	J:265628 	
MGI:3782239	Gm4064	predicted gene 4064	Y		positive regulation of mRNA splicing, via spliceosome			IBA	PTN000391532 	J:265628 	
MGI:3646999	Gm7324	predicted gene 7324	14		positive regulation of mRNA splicing, via spliceosome			IBA	PTN000391532 	J:265628 	
MGI:3643524	Gm9040	predicted gene 9040	10		mRNA splicing, via spliceosome			IBA	PTN000067719 	J:265628 	
MGI:3647143	Gm9046	predicted gene 9046	10		mRNA splicing, via spliceosome			IBA	PTN000067719 	J:265628 	
MGI:3644213	Gm9048	predicted gene 9048	10		mRNA splicing, via spliceosome			IBA	PTN000067719 	J:265628 	
MGI:3644216	Gm9049	predicted gene 9049	10		mRNA splicing, via spliceosome			IBA	PTN000067719 	J:265628 	
MGI:3708825	Gm10352	predicted gene 10352	Y		positive regulation of mRNA splicing, via spliceosome			IBA	PTN000391532 	J:265628 	
MGI:3702053	Gm13691	predicted gene 13691	2		mRNA splicing, via spliceosome			IBA	PTN000427686 	J:265628 	
MGI:3702066	Gm13695	predicted gene 13695	2		mRNA splicing, via spliceosome			IBA	PTN000427686 	J:265628 	
MGI:5435048	Gm21693	predicted gene, 21693	Y		positive regulation of mRNA splicing, via spliceosome			IBA	PTN000391532 	J:265628 	
MGI:5439461	Gm21992	predicted gene 21992	19		mRNA splicing, via spliceosome			IBA	PTN000567445 	J:265628 	
MGI:5547772	Gm28036	predicted gene, 28036	2		regulation of RNA splicing			IBA	PTN000360053 	J:265628 	
MGI:5579995	Gm29289	predicted gene 29289	Y		positive regulation of mRNA splicing, via spliceosome			IBA	PTN000391532 	J:265628 	
MGI:5591876	Gm32717	predicted gene, 32717	10		mRNA splicing, via spliceosome			IBA	PTN000067719 	J:265628 	
MGI:5753716	Gm45140	predicted gene 45140	6		generation of catalytic spliceosome for second transesterification step			IBA	PTN000314659 	J:265628 	
MGI:5753716	Gm45140	predicted gene 45140	6		mRNA 3'-splice site recognition			IBA	PTN000314659 	J:265628 	
MGI:1859610	Gpkow	G patch domain and KOW motifs	X		mRNA splicing, via spliceosome			IBA	PTN000405990 	J:265628 	
MGI:1859610	Gpkow	G patch domain and KOW motifs	X		mRNA splicing, via spliceosome			ISO	Q92917 	J:164563 	
MGI:1859610	Gpkow	G patch domain and KOW motifs	X		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:106479	Grsf1	G-rich RNA sequence binding factor 1	5		regulation of RNA splicing			IBA	PTN000360053 	J:265628 	
MGI:1891713	Habp4	hyaluronic acid binding protein 4	13		positive regulation of RNA splicing			IBA	PTN002642180 	J:265628 	
MGI:1891713	Habp4	hyaluronic acid binding protein 4	13		positive regulation of RNA splicing			ISO	Q5JVS0 	J:164563 	
MGI:1891713	Habp4	hyaluronic acid binding protein 4	13		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:107159	Hmx2	H6 homeobox 2	7		positive regulation of mRNA splicing, via spliceosome			IMP		J:204486 	
MGI:104820	Hnrnpa1	heterogeneous nuclear ribonucleoprotein A1	15		alternative mRNA splicing, via spliceosome			IDA		J:97604 	
MGI:104820	Hnrnpa1	heterogeneous nuclear ribonucleoprotein A1	15		mRNA splicing, via spliceosome			IBA	PTN004473142 	J:265628 	
MGI:104820	Hnrnpa1	heterogeneous nuclear ribonucleoprotein A1	15		RNA splicing			IDA		J:97604 	
MGI:104819	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1	6		mRNA splicing, via spliceosome			IBA	PTN004473142 	J:265628 	
MGI:104819	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1	6		mRNA splicing, via spliceosome			ISO	P22626 	J:164563 	
MGI:104819	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1	6		negative regulation of mRNA splicing, via spliceosome			IDA		J:140901 	
MGI:104819	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1	6		negative regulation of mRNA splicing, via spliceosome			IMP		J:140901 	
MGI:104819	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1	6		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1917171	Hnrnpa3	heterogeneous nuclear ribonucleoprotein A3	2		mRNA splicing, via spliceosome			IBA	PTN004473142 	J:265628 	
MGI:1917171	Hnrnpa3	heterogeneous nuclear ribonucleoprotein A3	2		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:107795	Hnrnpc	heterogeneous nuclear ribonucleoprotein C	14		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2138741	Hnrnpf	heterogeneous nuclear ribonucleoprotein F	6		regulation of RNA splicing			IBA	PTN000360053 	J:265628 	
MGI:2138741	Hnrnpf	heterogeneous nuclear ribonucleoprotein F	6		regulation of RNA splicing			ISO	P52597 	J:164563 	
MGI:2138741	Hnrnpf	heterogeneous nuclear ribonucleoprotein F	6		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1891925	Hnrnph1	heterogeneous nuclear ribonucleoprotein H1	11		regulation of RNA splicing			IBA	PTN000360053 	J:265628 	
MGI:1891925	Hnrnph1	heterogeneous nuclear ribonucleoprotein H1	11		regulation of RNA splicing			ISO	P31943 	J:164563 	
MGI:1891925	Hnrnph1	heterogeneous nuclear ribonucleoprotein H1	11		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1201779	Hnrnph2	heterogeneous nuclear ribonucleoprotein H2	X		regulation of RNA splicing			IBA	PTN000360053 	J:265628 	
MGI:1926462	Hnrnph3	heterogeneous nuclear ribonucleoprotein H3	10		regulation of RNA splicing			IBA	PTN000360053 	J:265628 	
MGI:99894	Hnrnpk	heterogeneous nuclear ribonucleoprotein K	13		negative regulation of mRNA splicing, via spliceosome			IMP		J:204486 	
MGI:99894	Hnrnpk	heterogeneous nuclear ribonucleoprotein K	13		positive regulation of RNA splicing			ISO	RGD:71058 	J:155856 	
MGI:99894	Hnrnpk	heterogeneous nuclear ribonucleoprotein K	13		regulation of mRNA splicing, via spliceosome			IBA	PTN000815597 	J:265628 	
MGI:99894	Hnrnpk	heterogeneous nuclear ribonucleoprotein K	13		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:104816	Hnrnpl	heterogeneous nuclear ribonucleoprotein L	7		negative regulation of mRNA splicing, via spliceosome			ISO	RGD:71059 	J:155856 	
MGI:104816	Hnrnpl	heterogeneous nuclear ribonucleoprotein L	7		regulation of alternative mRNA splicing, via spliceosome			IMP		J:188749 	
MGI:104816	Hnrnpl	heterogeneous nuclear ribonucleoprotein L	7		regulation of alternative mRNA splicing, via spliceosome			ISO	P14866 	J:164563 	
MGI:104816	Hnrnpl	heterogeneous nuclear ribonucleoprotein L	7		regulation of RNA splicing			IBA	PTN002538397 	J:265628 	
MGI:1919942	Hnrnpll	heterogeneous nuclear ribonucleoprotein L-like	17		positive regulation of RNA splicing			ISO	Q8WVV9 	J:164563 	
MGI:1919942	Hnrnpll	heterogeneous nuclear ribonucleoprotein L-like	17		regulation of RNA splicing			IBA	PTN002538397 	J:265628 	
MGI:1926465	Hnrnpm	heterogeneous nuclear ribonucleoprotein M	17		alternative mRNA splicing, via spliceosome			IBA	PTN002744330 	J:265628 	
MGI:1926465	Hnrnpm	heterogeneous nuclear ribonucleoprotein M	17		alternative mRNA splicing, via spliceosome			ISO	P52272 	J:164563 	
MGI:1926465	Hnrnpm	heterogeneous nuclear ribonucleoprotein M	17		mRNA splicing, via spliceosome			IEA	IPR024667 	J:72247 	
MGI:1926465	Hnrnpm	heterogeneous nuclear ribonucleoprotein M	17		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1858195	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	1		regulation of alternative mRNA splicing, via spliceosome			IBA	PTN002644654 	J:265628 	
MGI:1858195	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	1		regulation of alternative mRNA splicing, via spliceosome			ISO	Q00839 	J:164563 	
MGI:1858195	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	1		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:105384	Hspa8	heat shock protein 8	9		mRNA splicing, via spliceosome			IC		J:320339 	
MGI:105384	Hspa8	heat shock protein 8	9		positive regulation of mRNA splicing, via spliceosome			IMP		J:204486 	
MGI:105384	Hspa8	heat shock protein 8	9		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1919709	Htatsf1	HIV TAT specific factor 1	X		mRNA splicing, via spliceosome			IEA	IPR034392 	J:72247 	
MGI:1345142	Ik	IK cytokine	18		mRNA splicing, via spliceosome			IBA	PTN000298794 	J:265628 	
MGI:1345142	Ik	IK cytokine	18		mRNA splicing, via spliceosome			ISO	Q13123 	J:164563 	
MGI:1345142	Ik	IK cytokine	18		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2146574	Ildr1	immunoglobulin-like domain containing receptor 1	16		regulation of RNA splicing	happens in nucleus		IMP		J:314085 	
MGI:1196370	Ildr2	immunoglobulin-like domain containing receptor 2	1		regulation of RNA splicing	happens in nucleus		IMP		J:314085 	
MGI:1923310	Isy1	ISY1 splicing factor homolog	6		generation of catalytic spliceosome for second transesterification step			IBA	PTN000314659 	J:265628 	
MGI:1923310	Isy1	ISY1 splicing factor homolog	6		mRNA 3'-splice site recognition			IBA	PTN000314659 	J:265628 	
MGI:1923310	Isy1	ISY1 splicing factor homolog	6		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2152389	Ivns1abp	influenza virus NS1A binding protein	1		RNA splicing			ISO	Q9Y6Y0 	J:164563 	
MGI:1920723	Iws1	IWS1, SUPT6 interacting protein	18		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1858910	Jmjd6	jumonji domain containing 6	11		regulation of mRNA splicing, via spliceosome			IMP		J:169297 	
MGI:1858910	Jmjd6	jumonji domain containing 6	11		regulation of mRNA splicing, via spliceosome			ISO	Q6NYC1 	J:164563 	
MGI:1858910	Jmjd6	jumonji domain containing 6	11		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1343101	Kat2a	K(lysine) acetyltransferase 2A	11		regulation of RNA splicing			IC		J:320036 	
MGI:1343094	Kat2b	K(lysine) acetyltransferase 2B	17		regulation of RNA splicing			IC		J:320036 	
MGI:1921450	Khdc4	KH domain containing 4, pre-mRNA splicing factor	3		mRNA splice site selection			ISO	Q7Z7F0 	J:164563 	
MGI:1921450	Khdc4	KH domain containing 4, pre-mRNA splicing factor	3		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:893579	Khdrbs1	KH domain containing, RNA binding, signal transduction associated 1	4		regulation of alternative mRNA splicing, via spliceosome			IBA	PTN000879731 	J:265628 	
MGI:893579	Khdrbs1	KH domain containing, RNA binding, signal transduction associated 1	4		regulation of alternative mRNA splicing, via spliceosome			ISO	RGD:621459 	J:155856 	
MGI:893579	Khdrbs1	KH domain containing, RNA binding, signal transduction associated 1	4		regulation of alternative mRNA splicing, via spliceosome			ISO	Q07666 	J:164563 	
MGI:893579	Khdrbs1	KH domain containing, RNA binding, signal transduction associated 1	4		regulation of mRNA splicing, via spliceosome			IBA	PTN000129548 	J:265628 	
MGI:893579	Khdrbs1	KH domain containing, RNA binding, signal transduction associated 1	4		regulation of mRNA splicing, via spliceosome			IDA		J:179373 	
MGI:2159649	Khdrbs2	KH domain containing, RNA binding, signal transduction associated 2	1		regulation of alternative mRNA splicing, via spliceosome			IBA	PTN000879731 	J:265628 	
MGI:2159649	Khdrbs2	KH domain containing, RNA binding, signal transduction associated 2	1		regulation of mRNA splicing, via spliceosome			IBA	PTN000129548 	J:265628 	
MGI:2159649	Khdrbs2	KH domain containing, RNA binding, signal transduction associated 2	1		regulation of mRNA splicing, via spliceosome			IDA		J:179373 	
MGI:1313312	Khdrbs3	KH domain containing, RNA binding, signal transduction associated 3	15		positive regulation of RNA splicing			ISO	RGD:620921 	J:155856 	
MGI:1313312	Khdrbs3	KH domain containing, RNA binding, signal transduction associated 3	15		regulation of alternative mRNA splicing, via spliceosome			IBA	PTN000879731 	J:265628 	
MGI:1313312	Khdrbs3	KH domain containing, RNA binding, signal transduction associated 3	15		regulation of alternative mRNA splicing, via spliceosome			ISO	RGD:620921 	J:155856 	
MGI:1313312	Khdrbs3	KH domain containing, RNA binding, signal transduction associated 3	15		regulation of mRNA splicing, via spliceosome			IBA	PTN000129548 	J:265628 	
MGI:1313312	Khdrbs3	KH domain containing, RNA binding, signal transduction associated 3	15		regulation of mRNA splicing, via spliceosome			IDA		J:179373 	
MGI:1336214	Khsrp	KH-type splicing regulatory protein	17		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:107634	Larp7	La ribonucleoprotein domain family, member 7	3		regulation of mRNA splicing, via spliceosome			IBA	PTN004567282 	J:265628 	
MGI:107634	Larp7	La ribonucleoprotein domain family, member 7	3		regulation of mRNA splicing, via spliceosome			IMP		J:286260 	
MGI:107634	Larp7	La ribonucleoprotein domain family, member 7	3		regulation of mRNA splicing, via spliceosome			ISO	Q4G0J3 	J:164563 	
MGI:107634	Larp7	La ribonucleoprotein domain family, member 7	3		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:96778	Lgals3	lectin, galactose binding, soluble 3	14		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1919250	Lmntd2	lamin tail domain containing 2	7		positive regulation of mRNA splicing, via spliceosome			IMP		J:204486 	
MGI:1914457	Lsm1	LSM1 homolog, mRNA degradation associated	8		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:90676	Lsm2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	17		mRNA splicing, via spliceosome			IBA	PTN000352619 	J:265628 	
MGI:90676	Lsm2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	17		mRNA splicing, via spliceosome			ISO	Q9Y333 	J:164563 	
MGI:90676	Lsm2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	17		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:90676	Lsm2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	17		spliceosomal tri-snRNP complex assembly			ISO	Q9Y333 	J:73065 	
MGI:1914928	Lsm3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated	6		mRNA splicing, via spliceosome			IBA	PTN000318821 	J:265628 	
MGI:1914928	Lsm3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated	6		mRNA splicing, via spliceosome			ISO	P62310 	J:73065 	
MGI:1914928	Lsm3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated	6		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1354692	Lsm4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	8		mRNA splicing, via spliceosome			ISO	Q9Y4Z0 	J:164563 	
MGI:1354692	Lsm4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	8		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1354692	Lsm4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	8		spliceosomal snRNP assembly			IBA	PTN000596745 	J:265628 	
MGI:1913623	Lsm5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated	6		mRNA splicing, via spliceosome			IBA	PTN000469347 	J:265628 	
MGI:1913623	Lsm5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated	6		mRNA splicing, via spliceosome			ISO	Q9Y4Y9 	J:164563 	
MGI:1913623	Lsm5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated	6		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1925901	Lsm6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	8		mRNA splicing, via spliceosome			IBA	PTN000111530 	J:265628 	
MGI:1925901	Lsm6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	8		mRNA splicing, via spliceosome			ISO	P62312 	J:164563 	
MGI:1925901	Lsm6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	8		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1913344	Lsm7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated	10		mRNA splicing, via spliceosome			ISO	Q9UK45 	J:164563 	
MGI:1913344	Lsm7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated	10		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1923772	Lsm8	LSM8 homolog, U6 small nuclear RNA associated	6		mRNA splicing, via spliceosome			IBA	PTN000400465 	J:265628 	
MGI:1923772	Lsm8	LSM8 homolog, U6 small nuclear RNA associated	6		mRNA splicing, via spliceosome			ISO	O95777 	J:164563 	
MGI:1923772	Lsm8	LSM8 homolog, U6 small nuclear RNA associated	6		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2151045	Lsm10	U7 snRNP-specific Sm-like protein LSM10	4		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1914228	Luc7l	Luc7-like	17		mRNA splice site selection			IBA	PTN000271979 	J:265628 	
MGI:2183260	Luc7l2	LUC7-like 2 (S. cerevisiae)	6		mRNA splice site selection			IBA	PTN000271979 	J:265628 	
MGI:1914934	Luc7l3	LUC7-like 3 (S. cerevisiae)	11		mRNA splice site selection			IBA	PTN000271979 	J:265628 	
MGI:1914934	Luc7l3	LUC7-like 3 (S. cerevisiae)	11		RNA splicing			ISO	O95232 	J:164563 	
MGI:1330312	Magoh	mago homolog, exon junction complex core component	4		regulation of alternative mRNA splicing, via spliceosome			ISO	P61326 	J:164563 	
MGI:1330312	Magoh	mago homolog, exon junction complex core component	4		RNA splicing			IBA	PTN000290902 	J:265628 	
MGI:1913691	Magohb	mago homolog B, exon junction complex core component	6		mRNA splicing, via spliceosome			ISO	Q96A72 	J:164563 	
MGI:1913691	Magohb	mago homolog B, exon junction complex core component	6		RNA splicing			IBA	PTN000290902 	J:265628 	
MGI:1919539	Malat1	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	19		regulation of alternative mRNA splicing, via spliceosome			IMP		J:165271 	
MGI:1928482	Mbnl1	muscleblind like splicing factor 1	3		alternative mRNA splicing, via spliceosome	happens in heart		IMP	MGI:3052922 	J:142671 	
MGI:1928482	Mbnl1	muscleblind like splicing factor 1	3		alternative mRNA splicing, via spliceosome			IMP		J:173018 	
MGI:1928482	Mbnl1	muscleblind like splicing factor 1	3		alternative mRNA splicing, via spliceosome			ISO	Q9BZC1 	J:73065 	
MGI:1928482	Mbnl1	muscleblind like splicing factor 1	3		mRNA splice site selection	happens in skeletal musculature		IMP	MGI:3052922 	J:112061 	
MGI:1928482	Mbnl1	muscleblind like splicing factor 1	3		mRNA splice site selection			IMP	MGI:3052922 	J:86903 	
MGI:1928482	Mbnl1	muscleblind like splicing factor 1	3		regulation of alternative mRNA splicing, via spliceosome			IBA	PTN004377752 	J:265628 	
MGI:1928482	Mbnl1	muscleblind like splicing factor 1	3		regulation of RNA splicing			ISO	Q9NR56 	J:164563 	
MGI:1928482	Mbnl1	muscleblind like splicing factor 1	3		RNA splicing			ISO	Q9NR56 	J:164563 	
MGI:2145597	Mbnl2	muscleblind like splicing factor 2	14		regulation of alternative mRNA splicing, via spliceosome			IBA	PTN004377752 	J:265628 	
MGI:2145597	Mbnl2	muscleblind like splicing factor 2	14		regulation of alternative mRNA splicing, via spliceosome			IMP		J:173018 	
MGI:2145597	Mbnl2	muscleblind like splicing factor 2	14		regulation of alternative mRNA splicing, via spliceosome			ISO	Q9BZC1 	J:73065 	
MGI:2145597	Mbnl2	muscleblind like splicing factor 2	14		regulation of RNA splicing			ISO	Q5VZF2 	J:164563 	
MGI:2145597	Mbnl2	muscleblind like splicing factor 2	14		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2444912	Mbnl3	muscleblind like splicing factor 3	X		regulation of alternative mRNA splicing, via spliceosome			IBA	PTN004377752 	J:265628 	
MGI:2444912	Mbnl3	muscleblind like splicing factor 3	X		regulation of RNA splicing			ISO	Q9NUK0 	J:164563 	
MGI:2444912	Mbnl3	muscleblind like splicing factor 3	X		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1927165	Mettl3	methyltransferase like 3	14		mRNA splicing, via spliceosome			IBA	PTN000981980 	J:265628 	
MGI:1927165	Mettl3	methyltransferase like 3	14	NOT	mRNA splicing, via spliceosome			IDA		J:248553 	
MGI:1927165	Mettl3	methyltransferase like 3	14		mRNA splicing, via spliceosome			IMP		J:219587 	
MGI:1924031	Mettl4	methyltransferase like 4	17		regulation of RNA splicing			ISO	Q8N3J2 	J:164563 	
MGI:2442926	Mettl14	methyltransferase like 14	3		mRNA splicing, via spliceosome			ISO	Q9HCE5 	J:164563 	
MGI:1914743	Mettl16	methyltransferase like 16	11	NOT	regulation of mRNA splicing, via spliceosome			IDA		J:255330 	
MGI:1914782	Mfap1a	microfibrillar-associated protein 1A	2		mRNA splicing, via spliceosome			IBA	PTN000393626 	J:265628 	
MGI:1914782	Mfap1a	microfibrillar-associated protein 1A	2		mRNA splicing, via spliceosome			ISO	P55081 	J:164563 	
MGI:3694697	Mfap1b	microfibrillar-associated protein 1B	2		mRNA splicing, via spliceosome			IBA	PTN000393626 	J:265628 	
MGI:3694697	Mfap1b	microfibrillar-associated protein 1B	2		mRNA splicing, via spliceosome			ISO	P55081 	J:164563 	
MGI:1919448	Mtrex	Mtr4 exosome RNA helicase	13		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:97275	Myod1	myogenic differentiation 1	7		regulation of alternative mRNA splicing, via spliceosome	regulates alternative mRNA splicing, via spliceosome		IDA		J:46849 	
MGI:97275	Myod1	myogenic differentiation 1	7		regulation of alternative mRNA splicing, via spliceosome			IMP		J:46849 	
MGI:97275	Myod1	myogenic differentiation 1	7		regulation of RNA splicing			ISO	P15172 	J:164563 	
MGI:1891840	Ncbp1	nuclear cap binding protein subunit 1	4		alternative mRNA splicing, via spliceosome			IC		J:320160 	
MGI:1891840	Ncbp1	nuclear cap binding protein subunit 1	4		mRNA splicing, via spliceosome			IC		J:320161 	
MGI:1891840	Ncbp1	nuclear cap binding protein subunit 1	4		positive regulation of mRNA splicing, via spliceosome			ISO	Q09161 	J:164563 	
MGI:1891840	Ncbp1	nuclear cap binding protein subunit 1	4		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1891840	Ncbp1	nuclear cap binding protein subunit 1	4		spliceosomal complex assembly			ISO	Q09161 	J:164563 	
MGI:1915342	Ncbp2	nuclear cap binding protein subunit 2	16		alternative mRNA splicing, via spliceosome			IC		J:320160 	
MGI:1915342	Ncbp2	nuclear cap binding protein subunit 2	16		mRNA cis splicing, via spliceosome			ISO	P52298 	J:164563 	
MGI:1915342	Ncbp2	nuclear cap binding protein subunit 2	16		mRNA splicing, via spliceosome			IBA	PTN000428749 	J:265628 	
MGI:1915342	Ncbp2	nuclear cap binding protein subunit 2	16		mRNA splicing, via spliceosome			IC		J:320161 	
MGI:1915342	Ncbp2	nuclear cap binding protein subunit 2	16		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:97286	Ncl	nucleolin	1		positive regulation of mRNA splicing, via spliceosome			IBA	PTN000391532 	J:265628 	
MGI:1925938	Nol3	nucleolar protein 3 (apoptosis repressor with CARD domain)	8		mRNA splice site selection			ISO	O60936 	J:164563 	
MGI:1855692	Nono	non-POU-domain-containing, octamer binding protein	X		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:104297	Nova1	NOVA alternative splicing regulator 1	12		mRNA splicing, via spliceosome			IBA	PTN000815734 	J:265628 	
MGI:104297	Nova1	NOVA alternative splicing regulator 1	12		mRNA splicing, via spliceosome			IDA		J:60771 	
MGI:104297	Nova1	NOVA alternative splicing regulator 1	12		mRNA splicing, via spliceosome			IMP	MGI:2386947 	J:60771 	
MGI:104297	Nova1	NOVA alternative splicing regulator 1	12		regulation of alternative mRNA splicing, via spliceosome			IBA	PTN000815734 	J:265628 	
MGI:104297	Nova1	NOVA alternative splicing regulator 1	12		regulation of alternative mRNA splicing, via spliceosome			IDA		J:306578 	
MGI:104297	Nova1	NOVA alternative splicing regulator 1	12		regulation of alternative mRNA splicing, via spliceosome			IMP		J:234107 J:306711 	
MGI:104297	Nova1	NOVA alternative splicing regulator 1	12		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:104296	Nova2	NOVA alternative splicing regulator 2	7		mRNA splicing, via spliceosome			IEA	IPR033087 	J:72247 	
MGI:104296	Nova2	NOVA alternative splicing regulator 2	7		regulation of alternative mRNA splicing, via spliceosome			IMP		J:100157 J:234107 J:306578 J:306711 	
MGI:104296	Nova2	NOVA alternative splicing regulator 2	7		regulation of alternative mRNA splicing, via spliceosome			ISO	Q9UNW9 	J:164563 	
MGI:104296	Nova2	NOVA alternative splicing regulator 2	7		RNA splicing			IEA	KW-0508 	J:60000 	
